23 10:57:32|23 10:57:38,A3
23 10:57:40,A3
23 10:57:42,A3
23 10:58:23,T3
23 10:58:26,T3
23 10:58:49,T3
23 10:58:50,T3
23 10:58:50,T3
23 10:58:51,T3
23 10:59:39,R1
