23 10:7:14|23 10:7:28,A3
23 10:7:28,A3
23 10:7:29,T3
23 10:7:52,T3
23 10:8:13,T0
23 10:8:21,T0
23 10:8:24,T3
23 10:8:26,T0
23 10:9:25,R1
