23 9:32:56|23 9:33:21,T3
23 9:33:49,T3
23 9:33:50,T3
23 9:33:50,T3
23 9:34:23,T0
23 9:34:24,T3
23 9:34:25,T3
23 9:35:8,T0
23 9:35:8,T0
23 9:35:9,T3
23 9:35:10,T3
