23 10:50:41|23 10:50:49,A3
23 10:50:50,A3
23 10:50:52,A3
23 10:51:27,T3
23 10:52:25,T3
23 10:52:25,T3
23 10:52:26,T3
23 10:52:53,T2
23 10:52:54,T2
